City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Clyde River,CA,70.4692,-68.5914,14.23,85,0,4.61,clear sky
346,Cap-Aux-Meules,CA,47.3821,-61.8597,33.82,69,20,16.11,few clouds
347,Doume,CM,4.2333,13.45,74.71,67,53,1.95,broken clouds
348,Saskylakh,RU,71.9167,114.0833,-7.24,98,100,10.13,overcast clouds
349,Lalmohan,BD,22.3384,90.7419,80.02,81,8,14.43,clear sky
350,Faanui,PF,-16.4833,-151.75,81.84,74,71,11.18,broken clouds
351,Astana,KZ,51.1801,71.446,35.55,87,0,6.71,clear sky
352,Peleduy,RU,59.6289,112.7406,15.22,96,100,5.61,light snow
353,Muros,ES,42.7762,-9.0603,48.09,54,0,20.24,clear sky
354,Cuamba,MZ,-14.8031,36.5372,69.28,95,36,2.08,light rain
355,High Level,CA,58.5169,-117.136,32.11,59,40,10.36,scattered clouds
356,Coquimbo,CL,-29.9533,-71.3436,62.33,72,0,13.8,clear sky
357,Labuan,MY,5.2767,115.2417,77.36,100,20,0.0,few clouds
358,Villaviciosa,ES,43.4813,-5.4357,46.17,77,88,8.5,overcast clouds
359,Kaeo,NZ,-35.1,173.7833,67.32,92,17,0.45,few clouds
360,Khandyga,RU,62.6667,135.6,1.13,95,94,3.94,overcast clouds
361,Ust-Kuyga,RU,70.0167,135.6,-22.65,100,99,0.63,overcast clouds
362,Sulangan,PH,11.1373,123.7228,80.92,81,93,18.77,overcast clouds
363,San Marcos,US,33.1434,-117.1661,64.27,77,100,10.36,overcast clouds
364,Kuytun,RU,54.3419,101.5036,20.41,97,100,4.03,light snow
365,Wanning,CN,18.8003,110.3967,66.87,77,100,11.86,overcast clouds
366,Bossangoa,CF,6.4926,17.4552,76.53,70,100,7.58,overcast clouds
367,Antofagasta,CL,-23.65,-70.4,65.48,70,12,8.7,few clouds
368,Diapaga,BF,12.0708,1.7889,96.03,21,100,4.52,overcast clouds
369,Carlisle,US,40.2015,-77.1889,47.01,54,84,8.01,broken clouds
370,Zhangye,CN,38.9342,100.4517,46.54,22,86,4.36,overcast clouds
371,Wana,PK,32.2989,69.5725,64.78,13,0,4.54,clear sky
372,Traverse City,US,44.7631,-85.6206,45.73,75,100,6.91,overcast clouds
373,Padang,ID,-0.9492,100.3543,75.79,85,27,4.18,scattered clouds
374,Qeshm,IR,26.9581,56.2719,73.27,71,100,4.52,overcast clouds
375,Kidodi,TZ,-7.6036,37.0044,72.32,90,6,2.06,clear sky
376,Ayorou,NE,14.7308,0.9174,89.78,8,84,5.57,broken clouds
377,Lockhart,US,28.6194,-81.4426,83.05,51,0,3.44,clear sky
378,Areosa,PT,41.7178,-8.8571,46.94,61,38,12.35,scattered clouds
379,Wanaka,NZ,-44.7,169.15,58.46,49,36,2.64,scattered clouds
380,Salalah,OM,17.0151,54.0924,78.89,89,0,2.3,clear sky
381,Goundam,ML,16.4145,-3.6708,89.44,10,40,6.17,scattered clouds
382,Hamilton,US,39.1834,-84.5333,58.75,46,40,11.5,scattered clouds
383,Fortuna,US,40.5982,-124.1573,58.93,63,0,13.8,clear sky
384,Kouroussa,GN,10.65,-9.8833,88.72,40,95,8.61,overcast clouds
385,Rio Pardo De Minas,BR,-15.6097,-42.5397,74.89,47,3,5.21,clear sky
386,Marzuq,YE,14.4,46.4667,69.08,36,2,5.82,clear sky
387,Timizart,DZ,36.8,4.2667,45.97,86,100,12.03,overcast clouds
388,Port Hedland,AU,-20.3167,118.5667,77.05,83,2,6.91,clear sky
389,Jatai,BR,-17.8814,-51.7144,76.42,74,55,5.57,broken clouds
390,Houma,US,29.5958,-90.7195,80.02,48,0,11.5,clear sky
391,Sulecin,PL,52.4443,15.1168,40.89,80,98,10.29,overcast clouds
392,Stellenbosch,ZA,-33.9346,18.8668,64.63,83,54,4.16,broken clouds
393,Lorengau,PG,-2.0226,147.2712,80.53,77,100,0.98,overcast clouds
394,Suraabad,AZ,40.8192,49.4687,73.72,28,100,19.82,overcast clouds
395,Aripuana,BR,-9.1667,-60.6333,79.99,83,98,1.74,overcast clouds
396,Sinnamary,GF,5.3833,-52.95,78.33,88,59,11.34,light rain
397,Tomatlan,MX,19.9333,-105.25,88.92,37,43,13.38,scattered clouds
398,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,39.02,72,81,24.92,broken clouds
399,Mandalgovi,MN,45.7625,106.2708,38.88,38,100,10.85,overcast clouds
400,Margate,GB,51.3813,1.3862,42.69,63,71,1.99,broken clouds
401,Matara,LK,5.9485,80.5353,77.18,87,45,1.39,scattered clouds
402,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,79.52,93,58,1.77,broken clouds
403,Port Hardy,CA,50.6996,-127.4199,42.98,81,75,10.36,light intensity shower rain
404,Saraland,US,30.8207,-88.0706,82.42,29,0,5.57,clear sky
405,Mauganj,IN,24.6833,81.8833,82.09,9,0,5.35,clear sky
406,Sur,OM,22.5667,59.5289,82.44,44,20,10.07,few clouds
407,Loiza,PR,18.4313,-65.8802,84.81,59,40,6.91,scattered clouds
408,Nanyamba,TZ,-10.6833,39.8333,71.76,98,64,1.41,broken clouds
409,Doka,SD,13.5167,35.7667,92.52,15,16,9.91,few clouds
410,Berlevag,NO,70.8578,29.0864,28.35,54,75,14.97,broken clouds
411,Pucallpa,PE,-8.3791,-74.5539,82.44,65,75,4.61,broken clouds
412,Narsaq,GL,60.9167,-46.05,41.22,80,100,3.06,overcast clouds
413,Barranca,PE,-10.75,-77.7667,72.12,75,18,10.29,few clouds
414,Chicama,PE,-7.8447,-79.1469,70.34,63,55,10.6,broken clouds
415,Sao Filipe,CV,14.8961,-24.4956,71.6,73,17,9.24,few clouds
416,Holme,DK,56.1138,10.1725,42.37,91,100,18.52,light rain
417,Bud,US,39.447,-86.1758,60.75,36,6,9.86,clear sky
418,Kununurra,AU,-15.7667,128.7333,64.38,94,22,3.44,few clouds
419,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,25.39,54,0,13.42,clear sky
420,Leningradskiy,RU,69.3833,178.4167,-13.31,99,94,2.44,overcast clouds
421,Rio Gallegos,AR,-51.6226,-69.2181,53.65,28,40,33.38,scattered clouds
422,Calvinia,ZA,-31.4707,19.776,57.25,68,0,6.31,clear sky
423,Saint-Denis,FR,48.9167,2.3333,41.23,58,0,6.91,clear sky
424,Yenagoa,NG,4.9247,6.2642,78.91,86,95,3.47,overcast clouds
425,Guipavas,FR,48.4352,-4.3972,44.06,73,0,5.75,clear sky
426,Sault Sainte Marie,CA,46.5168,-84.3333,37.69,82,100,13.8,overcast clouds
427,Verkhnyaya Inta,RU,65.9811,60.3094,21.36,81,100,21.05,overcast clouds
428,Bima,ID,-8.4667,118.7167,73.87,95,85,2.82,overcast clouds
429,Hazorasp,UZ,41.3194,61.0742,60.64,19,0,11.43,clear sky
430,Cabo San Lucas,MX,22.8909,-109.9124,78.62,68,29,5.01,scattered clouds
431,Macon,US,39.8667,-88.9668,60.87,41,0,0.0,clear sky
432,Broome,US,42.2506,-75.833,39.7,77,75,17.27,broken clouds
433,Shitkino,RU,56.3703,98.3543,18.27,93,83,1.79,broken clouds
434,Saurimo,AO,-9.6608,20.3916,65.53,96,99,3.38,overcast clouds
435,Montepuez,MZ,-13.1256,38.9997,68.31,99,38,3.36,scattered clouds
436,Lagos,NG,6.5833,3.75,84.52,82,99,5.97,overcast clouds
437,Aksum,ET,14.1245,38.7244,65.25,31,10,16.42,clear sky
438,Eureka,US,40.8021,-124.1637,63.68,67,98,5.99,overcast clouds
439,Luba,GQ,3.4568,8.5547,81.19,81,52,7.27,broken clouds
440,Batagay-Alyta,RU,67.8006,130.4114,-4.16,100,97,2.73,overcast clouds
441,Fort Nelson,CA,58.8053,-122.7002,31.59,55,75,6.91,broken clouds
442,Kijang,KR,35.2442,129.2139,42.53,64,0,3.4,clear sky
443,Beloha,MG,-25.1667,45.05,72.0,89,0,10.63,clear sky
444,Yulara,AU,-25.2406,130.9889,55.24,41,0,4.61,clear sky
445,Sistranda,NO,63.7256,8.834,31.96,80,100,7.27,light snow
446,Penzance,GB,50.1186,-5.5371,41.68,64,67,9.82,broken clouds
447,Fukue,JP,32.6881,128.8419,55.33,57,0,18.1,clear sky
448,Kasangulu,CD,-4.5911,15.1708,72.66,89,88,1.39,overcast clouds
449,Miyang,CN,24.4042,103.4428,48.04,81,4,2.28,clear sky
450,El Jicaro,GT,14.9167,-89.9,99.93,33,63,5.7,broken clouds
451,Inirida,CO,3.8653,-67.9239,80.29,88,100,1.23,moderate rain
452,Visnes,NO,59.3556,5.2242,41.22,93,75,21.85,drizzle
453,Champerico,GT,14.3,-91.9167,97.34,62,2,15.3,clear sky
454,Ouesso,CG,1.6136,16.0517,73.11,85,98,1.28,overcast clouds
455,Merauke,ID,-8.4667,140.3333,77.34,83,38,5.79,scattered clouds
456,Kilindoni,TZ,-7.9139,39.6668,82.51,72,10,8.61,clear sky
457,Zlitan,LY,32.4674,14.5687,59.16,83,18,15.43,few clouds
458,Birjand,IR,32.8663,59.2211,59.47,17,0,6.91,clear sky
459,Saint-Pierre,RE,-21.3393,55.4781,74.88,88,100,6.91,overcast clouds
460,Kudahuvadhoo,MV,2.6708,72.8944,82.6,64,7,2.57,clear sky
461,Torbay,CA,47.6666,-52.7314,40.39,74,40,33.38,scattered clouds
462,Florida,US,28.7505,-82.5001,81.91,42,0,3.44,clear sky
463,Karla,EE,59.3723,24.9275,29.91,93,0,6.91,clear sky
464,Contamana,PE,-7.3333,-75.0167,90.91,41,49,3.44,scattered clouds
465,Rudnaya Pristan,RU,44.3614,135.8116,38.16,65,0,4.36,clear sky
466,Lexington,US,37.9887,-84.4777,58.98,38,40,6.91,scattered clouds
467,Guapi,CO,2.5708,-77.8854,81.91,83,94,6.31,moderate rain
468,Huejuquilla El Alto,MX,22.6,-103.8667,86.54,8,17,19.51,few clouds
469,Slavuta,UA,50.3016,26.8651,28.26,90,97,10.29,overcast clouds
470,Buala,SB,-8.145,159.5921,79.34,82,100,5.53,overcast clouds
471,Auki,SB,-8.7676,160.7034,78.85,87,100,6.62,light rain
472,Svetlyy,RU,54.675,20.1347,32.05,69,78,9.08,broken clouds
473,Yar-Sale,RU,66.8333,70.8333,8.76,91,100,11.18,overcast clouds
474,Kasongo-Lunda,CD,-6.4667,16.8167,70.77,88,47,1.57,scattered clouds
475,Pasni,PK,25.2631,63.471,76.78,69,6,4.29,clear sky
476,Alghero,IT,40.5589,8.3181,42.89,81,0,1.14,clear sky
477,Salisbury,GB,51.0693,-1.7957,42.37,65,70,6.91,broken clouds
478,Novaya Ladoga,RU,60.1025,32.3019,21.61,95,36,4.88,scattered clouds
479,Sirjan,IR,29.452,55.6814,63.73,11,0,5.99,clear sky
480,Iquitos,PE,-3.7481,-73.2472,78.84,78,75,2.3,broken clouds
481,Puebloviejo,CO,10.9938,-74.2844,91.58,52,75,11.5,broken clouds
482,Vila,PT,42.0304,-8.1588,36.48,75,22,5.3,few clouds
483,Aguas Belas,BR,-9.1114,-37.1231,77.86,69,80,11.86,broken clouds
484,Ikalamavony,MG,-21.15,46.5833,62.42,76,1,5.12,clear sky
485,Naberera,TZ,-4.2,36.9333,64.56,80,32,7.58,scattered clouds
486,Tigil,RU,57.8,158.6667,16.3,92,94,5.44,overcast clouds
487,Port Macquarie,AU,-31.4333,152.9167,61.9,87,100,8.7,overcast clouds
488,Dire Dawa,ET,9.5931,41.8661,76.59,43,92,5.99,overcast clouds
489,Rantauprapat,ID,2.1,99.8333,72.01,96,100,1.23,overcast clouds
490,Kalmunai,LK,7.4167,81.8167,78.42,82,3,3.8,clear sky
491,Kungurtug,RU,50.5994,97.5228,28.27,91,100,3.18,overcast clouds
492,Azul,AR,-36.777,-59.8585,63.34,46,51,16.31,broken clouds
493,Laguna,US,38.421,-121.4238,81.28,20,0,9.22,clear sky
494,Minbu,MM,20.1833,94.8833,81.16,60,50,7.16,scattered clouds
495,Lufilufi,WS,-13.8745,-171.5986,85.78,75,60,14.14,light rain
496,Chumikan,RU,54.7183,135.315,26.04,96,100,11.45,snow
497,Arlit,NE,18.7369,7.3853,88.83,6,26,5.64,scattered clouds
498,Santa Lucia,ES,27.9117,-15.5407,58.32,82,75,3.44,broken clouds
499,Bowen,AU,-20.0167,148.2333,78.75,78,50,6.78,scattered clouds
500,Podlesnoye,RU,51.8161,47.009,45.82,90,100,4.18,overcast clouds
501,Cap Malheureux,MU,-19.9842,57.6142,79.47,82,28,7.0,scattered clouds
502,Paita,PE,-5.0892,-81.1144,76.66,71,42,17.47,scattered clouds
503,Ossora,RU,59.2353,163.0719,16.12,82,32,4.88,scattered clouds
504,Moyale,KE,3.5167,39.0584,73.53,37,37,6.91,scattered clouds
505,Nova Granada,BR,-20.5339,-49.3142,89.85,62,7,4.85,clear sky
506,Namtsy,RU,62.7161,129.6658,14.56,97,100,5.28,overcast clouds
507,Oriximina,BR,-1.7656,-55.8661,76.68,94,96,2.77,overcast clouds
508,Makakilo City,US,21.3469,-158.0858,79.12,54,75,18.41,broken clouds
509,Pimentel,PE,-6.8367,-79.9342,80.89,50,0,24.16,clear sky
510,Cockburn Town,TC,21.4612,-71.1419,80.56,74,40,17.27,scattered clouds
511,Garowe,SO,8.4054,48.4845,74.23,59,68,7.07,broken clouds
512,Birzai,LT,56.2,24.75,28.71,80,92,7.14,overcast clouds
513,Guerrero Negro,MX,27.9769,-114.0611,65.91,53,22,15.9,few clouds
514,Nioaque,BR,-21.1353,-55.83,83.95,61,50,4.05,scattered clouds
515,Plettenberg Bay,ZA,-34.0527,23.3716,60.91,90,54,2.62,broken clouds
516,Muli,MV,2.9167,73.5667,82.56,63,5,2.06,clear sky
517,Sarakhs,IR,36.5449,61.1577,70.45,18,23,5.46,few clouds
518,Sivas,TR,39.7916,37.0019,46.87,56,100,5.39,overcast clouds
519,Koumac,NC,-20.5667,164.2833,80.1,85,100,4.45,overcast clouds
520,Teguldet,RU,57.3064,88.1667,15.13,92,100,4.5,overcast clouds
521,Gavle,SE,60.6745,17.1417,38.37,49,100,3.0,light rain
522,Visavadar,IN,21.3833,70.6833,78.13,61,0,7.36,clear sky
523,Umba,RU,66.6871,34.3429,22.32,91,100,10.02,overcast clouds
524,Salmas,IR,38.1973,44.7653,55.96,40,77,6.42,broken clouds
525,Aksarka,RU,66.5606,67.7975,15.28,83,100,14.0,overcast clouds
526,Xai-Xai,MZ,-25.0519,33.6442,75.65,66,1,11.45,clear sky
527,Kumluca,TR,36.3703,30.2869,62.56,53,10,1.52,clear sky
528,Esperance,AU,-33.8667,121.9,64.24,93,100,7.18,moderate rain
529,Wadsworth,US,41.0256,-81.7299,41.11,77,100,5.01,overcast clouds
530,Mezen,RU,65.8522,44.24,10.36,97,95,3.58,overcast clouds
531,Gazanjyk,TM,39.2446,55.5154,76.32,18,0,2.71,clear sky
532,Nara,JP,34.6851,135.8049,48.96,68,66,4.07,broken clouds
533,Iquique,CL,-20.2208,-70.1431,69.84,70,5,8.7,clear sky
534,Colares,PT,38.7992,-9.4469,55.33,54,20,20.0,few clouds
535,Bacolod,PH,10.6667,122.95,77.88,84,98,11.32,overcast clouds
536,Svarstad,NO,59.399,9.9698,44.94,38,100,1.99,overcast clouds
537,Dandong,CN,40.1292,124.3947,39.51,74,0,4.9,clear sky
538,Manali,IN,13.1667,80.2667,84.29,88,92,9.26,overcast clouds
539,Vardo,NO,70.3705,31.1107,24.78,93,75,4.61,broken clouds
540,Zhigansk,RU,66.7697,123.3711,0.32,97,91,9.73,overcast clouds
541,Sisimiut,GL,66.9395,-53.6735,31.68,90,12,4.97,few clouds
542,Kargasok,RU,59.0556,80.8572,22.68,90,100,8.61,overcast clouds
543,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,95.56,31,9,11.05,clear sky
544,Victor Harbor,AU,-35.5667,138.6167,55.94,88,27,2.62,scattered clouds
545,Talas,TR,38.6908,35.5538,56.07,33,0,9.22,clear sky
546,Opuwo,NA,-18.0607,13.84,67.32,67,51,5.48,broken clouds
547,Conde,BR,-7.2597,-34.9075,76.46,94,75,5.75,moderate rain
548,Longyan,CN,25.1072,117.0225,48.29,80,0,3.36,clear sky
549,Gat,IL,31.61,34.7642,71.4,49,100,5.46,overcast clouds
550,Tchollire,CM,8.4022,14.1698,85.21,20,38,1.92,scattered clouds
551,Zimovniki,RU,47.1483,42.4633,50.25,80,65,19.91,moderate rain
552,Hokitika,NZ,-42.7167,170.9667,58.46,69,2,1.57,clear sky
553,Marsa Matruh,EG,31.3525,27.2453,61.0,77,0,8.05,clear sky
554,Tilichiki,RU,60.4667,166.1,12.09,82,97,6.58,overcast clouds
555,Forbes,AU,-33.3833,148.0167,57.92,51,100,1.19,overcast clouds
556,Evensk,RU,61.95,159.2333,8.42,84,29,3.96,scattered clouds
557,Kailua,US,21.4022,-157.7394,80.58,66,72,8.01,broken clouds
558,Blama,SL,7.8736,-11.3433,77.14,83,96,4.54,light rain
559,Lubao,PH,14.9167,120.55,77.07,80,98,6.58,overcast clouds
560,Adelaide,AU,-34.9333,138.6,55.29,84,0,5.75,clear sky
561,Slave Lake,CA,55.2834,-114.769,53.58,24,0,16.11,clear sky
562,Turbat,PK,26.0023,63.044,79.54,34,6,3.06,clear sky
563,Develi,TR,38.3906,35.4922,54.75,60,70,6.4,broken clouds
564,Lasa,IT,46.6166,10.7002,36.36,96,100,0.92,light snow
565,Moerai,PF,-22.4333,-151.3333,81.19,76,100,13.42,overcast clouds
566,Natal,BR,-5.795,-35.2094,77.65,94,75,6.91,broken clouds
567,San Ramon,US,37.7799,-121.978,80.82,40,0,12.66,clear sky
568,Naze,JP,28.3667,129.4833,58.12,60,14,12.28,few clouds
569,Serowe,BW,-22.3833,26.7167,73.8,51,100,2.93,overcast clouds
570,Marawi,PH,7.9986,124.2928,67.3,95,89,0.76,overcast clouds
571,Saint-Georges,GD,12.0564,-61.7485,83.88,61,20,32.21,few clouds
572,Hede,CN,33.7681,120.2517,40.24,69,1,6.76,clear sky
573,Bull Savanna,JM,17.8868,-77.5902,81.36,64,31,13.87,scattered clouds
574,Merrill,US,45.1805,-89.6835,46.17,53,100,3.44,overcast clouds
575,Baglung,NP,28.2719,83.5898,62.4,52,17,6.22,few clouds
576,Hwange,ZW,-18.3693,26.5019,69.22,77,16,2.44,few clouds
577,Kirakira,SB,-10.4544,161.9205,81.36,84,100,11.01,overcast clouds
578,Calama,CL,-22.4667,-68.9333,72.09,16,0,21.85,clear sky
579,Anamur,TR,36.0751,32.8369,63.5,58,9,10.8,clear sky
580,Chekalin,RU,54.0969,36.245,25.41,93,100,6.04,overcast clouds
581,Qurayyat,SA,31.3318,37.3428,68.18,28,0,9.22,clear sky
582,Kamenka,RU,51.3223,42.7678,41.25,85,100,7.49,overcast clouds
583,Coihaique,CL,-45.5752,-72.0662,53.55,58,75,9.22,broken clouds
584,Husavik,IS,66.0449,-17.3389,29.19,95,100,11.9,light snow
585,Benjamin Constant,BR,-4.3831,-70.0311,77.13,78,75,2.3,broken clouds
586,Fagernes,NO,60.9858,9.2324,24.71,96,100,2.24,overcast clouds
587,Teya,RU,60.3778,92.6267,-1.91,100,73,3.89,broken clouds
588,Upata,VE,8.0086,-62.3989,80.71,64,98,6.11,overcast clouds
589,Cayenne,GF,4.9333,-52.3333,81.09,1,75,4.0,light rain
590,Teknaf,BD,20.8624,92.3058,76.05,90,19,5.66,few clouds
591,Ures,MX,29.4333,-110.4,85.78,12,41,16.04,scattered clouds
592,Buin,CL,-33.7333,-70.75,78.06,27,0,6.33,clear sky
593,Bemidji,US,47.4736,-94.8803,39.06,61,40,6.91,scattered clouds
594,Bisho,ZA,-32.8472,27.4422,62.46,88,57,5.95,broken clouds
595,Barvinkove,UA,48.9097,37.0205,38.28,93,100,13.98,overcast clouds
596,Bosaso,SO,11.2842,49.1816,83.46,42,24,9.89,few clouds
597,Hounde,BF,11.5,-3.5167,90.75,36,100,3.74,overcast clouds
598,Truro,GB,50.2653,-5.0544,43.88,70,20,9.22,few clouds
599,Zhanaozen,KZ,43.3,52.8,56.14,54,59,9.31,broken clouds
600,Tautira,PF,-17.7333,-149.15,82.0,76,28,14.81,light rain
601,Energetik,RU,51.7445,58.7934,40.28,82,100,9.28,overcast clouds
602,Thinadhoo,MV,0.5333,72.9333,82.74,65,4,2.75,clear sky
603,Ghanzi,BW,-21.5667,21.7833,66.63,86,100,9.24,light rain
604,Buckingham,GB,51.9997,-0.9878,42.33,73,90,4.0,overcast clouds
605,Havoysund,NO,70.9963,24.6622,28.63,59,100,15.73,light snow
606,Nantucket,US,41.2835,-70.0995,48.31,71,100,9.22,overcast clouds
607,La Ronge,CA,55.1001,-105.2842,44.82,42,20,4.61,few clouds
608,Bontang,ID,0.1333,117.5,74.43,88,100,4.23,overcast clouds
609,Lakatoro,VU,-16.0999,167.4164,77.05,87,100,12.41,overcast clouds
610,Puerto Carreno,CO,6.189,-67.4859,96.78,44,40,4.61,scattered clouds
611,Ca Mau,VN,9.1769,105.15,76.82,84,100,9.17,overcast clouds
612,Saltabarranca,MX,18.6,-95.5333,83.64,63,41,9.86,scattered clouds
613,Tolaga Bay,NZ,-38.3667,178.3,66.7,66,8,1.16,clear sky
614,Olinda,BR,-8.0089,-34.8553,82.13,78,40,12.66,scattered clouds
615,Hervey Bay,AU,-25.2986,152.8535,68.02,93,1,5.99,clear sky
616,Seda,LV,57.65,25.75,30.06,96,43,5.5,scattered clouds
617,Noumea,NC,-22.2763,166.4572,82.0,99,89,10.98,overcast clouds
618,Sorong,ID,-0.8833,131.25,78.33,86,100,4.9,overcast clouds
619,Mbale,UG,1.0821,34.175,70.56,62,73,2.13,broken clouds
620,Waipawa,NZ,-41.4122,175.5153,56.93,76,12,2.71,few clouds
621,Tabas,IR,33.5959,56.9244,75.11,13,61,1.92,broken clouds
622,Kuusamo,FI,65.9667,29.1833,5.04,92,0,0.0,clear sky
623,Skjervoy,NO,70.0311,20.9714,17.6,69,36,13.8,scattered clouds
624,Sola,VU,-13.8833,167.55,79.48,75,100,10.0,overcast clouds
625,Bambanglipuro,ID,-7.95,110.2833,75.7,87,100,3.09,light rain
626,Biak,ID,-0.9131,122.8766,76.44,85,100,2.57,overcast clouds
627,Russell,US,32.3502,-85.1999,78.08,34,0,8.05,clear sky
628,Beyneu,KZ,45.3167,55.2,64.63,39,96,11.86,overcast clouds
629,Shipitsyno,RU,61.2806,46.5208,22.23,95,100,9.19,overcast clouds
630,Ennis,IE,52.8436,-8.9864,48.13,93,100,13.8,light intensity drizzle
631,Poum,NC,-20.2333,164.0167,81.81,82,100,16.73,moderate rain
632,Conakry,GN,9.538,-13.6773,78.87,73,0,9.22,haze
633,Oksfjord,NO,70.2396,22.3479,23.07,88,91,6.22,overcast clouds
634,Custodia,BR,-8.0875,-37.6431,81.61,51,100,13.44,overcast clouds
635,Acapulco,MX,16.8634,-99.8901,84.7,53,8,9.95,clear sky
636,Aljezur,PT,37.3191,-8.8033,53.47,42,99,12.88,overcast clouds
637,Kutum,SD,14.2,24.6667,77.41,12,91,8.46,overcast clouds
638,Bend,US,44.0582,-121.3153,57.38,37,0,11.5,clear sky
639,Paranaiba,BR,-19.6772,-51.1908,81.66,66,65,0.85,broken clouds
640,Ust-Omchug,RU,61.15,149.6333,-7.8,100,88,1.34,overcast clouds
641,Damnoen Saduak,TH,13.5182,99.9547,75.02,90,100,5.01,overcast clouds
642,Tikrit,IQ,34.6071,43.6782,76.91,13,40,8.05,scattered clouds
643,Dingzhou,CN,38.5131,114.9956,42.91,66,0,4.83,clear sky
644,Villa Carlos Paz,AR,-31.4241,-64.4978,71.38,26,0,11.01,clear sky
645,Riyadh,SA,24.6877,46.7219,77.14,12,91,4.97,overcast clouds
646,Congonhas,BR,-20.4997,-43.8578,67.78,96,22,5.01,few clouds
647,Xingyi,CN,24.1877,102.817,45.09,82,4,2.66,clear sky
648,Mount Isa,AU,-20.7333,139.5,73.17,25,100,5.75,light rain
649,Gladstone,AU,-23.85,151.25,73.33,78,26,6.91,scattered clouds
650,Sibolga,ID,1.7427,98.7792,74.64,87,96,2.62,overcast clouds
651,Arteaga,MX,18.4667,-102.4167,88.75,18,98,6.98,overcast clouds
652,Smyrna,US,33.884,-84.5144,69.93,23,20,12.66,few clouds
653,Juchipila,MX,21.4167,-103.1167,94.55,7,5,13.98,clear sky
654,Narasannapeta,IN,18.4167,84.05,77.72,93,79,6.26,broken clouds
655,Gizo,SB,-8.103,156.8419,82.87,75,98,8.72,overcast clouds
656,Morehead,US,37.2711,-87.1764,63.79,33,0,5.01,clear sky
657,Mogosoaia,RO,44.5292,26.0,41.74,58,0,12.66,clear sky
658,Bad Lauterberg,DE,51.6327,10.4703,35.15,91,90,5.57,overcast clouds
659,Sioux Lookout,CA,50.1001,-91.917,37.47,60,100,3.44,overcast clouds
660,Inongo,CD,-1.95,18.2667,73.29,89,97,2.51,light rain
